Record_ID,Accounting_Year,Accounting_Quarter,Accounting_Month,Accounting_Period,Underwriting_Year,Accident_Year,Booking_Date,Region,Market_Unit,Country,Business_Segment,Main_Line_of_Business,Line_of_Business,Type_of_Business,Cedent_ID,Cedent_Name,Broker,Client_Management_ID,Client_Manager,UW_Portfolio,Client_Executive,IFRS_Classification,PCSS_Type,P_Zero_Flag,Renewal_Category,Direction_of_Business,Premium,Claims,Commission,Expenses,Technical_Result,Net_Premium,Loss_Ratio,Expense_Ratio,Combined_Ratio
FIN00045045,2026,Q1,1,2026-01,2026,2026,22-01-2026,Asia,ANZ,Australia,REPC,Casualty,Motor,Direct Insurance,CED0010,Atlas Re,Baymont Risk Partners,CM6899,Sarah Bauer,Corporate Property,Oscar Bennet,101,Trust,No,Renewal,Inward,234907.89,155502.56,34847.13,22907.76,21650.44,200060.75,0.662,0.0975,0.7595
FIN00036990,2024,Q1,3,2024-03,2024,2024,19-03-2024,Asia,China,China,REPC,Casualty,Motor,Direct Insurance,CED0066,Meadowbrook Insurance Group,Pinnacle Insurance Brokers,CM6757,Victor Santos,Workers Comp National,Isabelle Achebe,101,Non Trust,No,New Business,Inward,322215.35,237630.95,46979.83,17801.92,19802.65,275235.52,0.7375,0.0552,0.7927
FIN00044211,2024,Q3,7,2024-07,2024,2023,05-07-2024,EMEA,UK,United Kingdom,REPC,Specialty,Political Risk,Non-Property Treaty,CED0081,Paramount Re,Grayson & Associates,CM1889,Marcus Lindqvist,Trade Credit & Surety,Susanna Ibsen,201,Trust,Yes,Renewal,Inward,129645.62,69285.33,20988.33,2943.31,36428.64,108657.29,0.5344,0.0227,0.5571
FIN00043493,2026,Q1,3,2026-03,2026,2025,13-03-2026,Asia,ANZ,Australia,REPC,Specialty,Political Risk,Non-Property Facultative,CED0002,Anchor Indemnity,Ashford & Associates,CM1994,Michael Nkosi,Liability Excess,Isabelle Achebe,101,Trust,No,Renewal,Inward,237987.7,140982.97,23431.9,20799.94,52772.9,214555.8,0.5924,0.0874,0.6798
FIN00017468,2023,Q3,7,2023-07,2023,2022,13-07-2023,Asia,Japan,Japan,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0109,Union Indemnity,Blackstone Insurance Brokers,CM9254,Robert Alvi,Motor Fleet,Oscar Bennet,102,Trust,No,Renewal,Outward,982708.29,611232.92,155773.92,44373.86,171327.58,826934.36,0.622,0.0452,0.6671
FIN00045825,2023,Q4,10,2023-10,2023,2023,12-10-2023,EMEA,Germany,Germany,REPC,P&C Facultative,Engineering,Property Facultative,CED0060,Liberty Insurance,Castlerock Risk Solutions,CM3614,Yuki O'Connell,Energy Upstream,Martin Weston,101,Non Trust,No,Renewal,Inward,141547.39,156525.32,24406.59,4720.89,-44105.4,117140.8,1.1058,0.0334,1.1392
FIN00017221,2025,Q4,11,2025-11,2025,2024,14-11-2025,EMEA,UK,United Kingdom,REPC,Property,Construction,Direct Insurance,CED0111,Vanguard General Insurance,Blackstone Insurance Services,CM4195,Robert Muller,Construction & Engineering EMEA,Karen Vasquez,101,Trust,No,Renewal,Inward,285080.29,153023.31,37064.87,32522.93,62469.18,248015.42,0.5368,0.1141,0.6509
FIN00030433,2026,Q1,2,2026-02,2026,2026,12-02-2026,EMEA,UK,United Kingdom,REPC,Property,Property,Property Treaty,CED0066,  Meadowbrook Insurance Group ,Vantage Group,CM2234,Steven Nakagawa,Cyber Risk,William Holloway,102,Non Trust,No,Renewal,Inward,931891.92,596408.21,161179.03,30041.94,144262.75,770712.9,0.64,0.0322,0.6722
FIN00013921,2025,Q3,7,2025-07,2025,2025,08-07-2025,EMEA,UK,United Kingdom,REPC,Property,Engineering,Property Facultative,CED0090,Redwood Assurance,Delacroix & Associates,CM9900,Kevin Iversen,Aviation,Christopher Lindberg,201,Non Trust,No,Renewal,Inward,380755.18,202415.68,68980.73,23431.7,85927.07,311774.45,0.5316,0.0615,0.5932
FIN00040153,2023,Q3,7,2023-07,2023,2022,26-07-2023,Americas,US,United States,REPC,Casualty,Workers Compensation,Direct Insurance,CED0109,Union Indemnity,Highbridge Risk Solutions,CM4160,Sarah O'Connell,Cyber Risk,William Holloway,102,Non Trust,No,Renewal,Inward,487954.55,326362.9,65150.2,54361.77,42079.67,422804.34,0.6688,0.1114,0.7802
FIN00007639,2025,Q1,1,2025-01,2025,2025,19-01-2025,Asia,Japan,Japan,REPC,P&C Re,Motor,Non-Property Treaty,CED0104,Summit Re,Vantage Insurance Brokers,CM5508,Laura Nkosi,Engineering Global,Christopher Lindberg,102,Non Trust,No,Renewal,Inward,231975.4,149479.34,44679.71,11826.5,25989.86,187295.69,0.6444,0.051,0.6954
FIN00048438,2023,Q2,5,2023-05,2023,2023,24-05-2023,Americas,US,United States,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0004,Apex Indemnity,Farringdon Risk Partners,CM6126,Amara Wallace,Marine Global,George Simmons,101,Non Trust,No,New Business,Inward,458589.97,253191.98,43683.7,17768.44,143945.85,414906.26,0.5521,0.0387,0.5909
FIN00020265,2025,Q1,2,2025-02,2025,2024,24-02-2025,Americas,Canada,Canada,REPC,Vector,Environmental,Property Treaty,CED0023,Delta Assurance,Dunmore Insurance Brokers,CM8858,Kevin Iversen,Aviation,Karen Vasquez,101,Non Trust,No,Renewal,Inward,1007957.37,559948.92,165383.18,47829.47,234795.8,842574.19,0.5555,0.0475,0.603
FIN00011368,2023,Q2,5,2023-05,2023,2023,31-05-2023,EMEA,UK,United Kingdom,REPC,Casualty,Motor,Direct Insurance,CED0023,Delta Assurance,Pinnacle Re Solutions,CM7408,Fatima Chen,Property Treaty Americas,Renata Moreau,101,Trust,No,Renewal,Inward,232848.96,157168.16,38726.05,27630.72,9324.03,194122.91,0.675,0.1187,0.7936
FIN00025891,2025,Q2,5,2025-05,2024,2024,04-05-2025,EMEA,Middle East,United Arab Emirates,REPC,Specialty,Space,Non-Property Treaty,CED0009,Atlas Mutual,Pinnacle Re Solutions,CM6058,Sarah O'Connell,Energy Upstream,Karen Vasquez,101,Non Trust,No,Renewal,Inward,414119.32,246972.29,85319.36,25719.37,56108.3,328799.96,0.5964,0.0621,0.6585
FIN00016318,2026,Q1,3,2026-03,2026,2026,10-03-2026,EMEA,France,France,REPC,P&C Re,Engineering,Property Treaty,CED0101,Sterling Casualty,Camden Risk Solutions,CM9252,Sarah O'Connell,Trade Credit & Surety,William Holloway,101,Non Trust,No,Renewal,Outward,135317.64,65045.65,8149.86,5983.84,56138.3,127167.79,0.4807,0.0442,0.5249
FIN00039296,2023,Q4,11,2023-11,2023,2022,01-11-2023,Asia,ANZ,Australia,REPC,Specialty,Trade Credit,Non-Property Facultative,CED0017,Cornerstone Assurance,Chadwick Risk Advisors,CM4531,Fatima Costa,Retail Casualty,Grace Salazar,101,Non Trust,Yes,Renewal,Inward,601429.29,376207.27,51252,16629.97,157340.04,550177.29,0.6255,0.0277,0.6532
FIN00010343,2024,Q2,4,2024-04,2024,2024,29-04-2024,Asia,Japan,Japan,REPC,P&C Re,Liability,Non-Property Treaty,CED0108,Trident Underwriters,GRAYSON & ASSOCIATES,CM4197,Steven Park,Political & Credit Risk,Karen Vasquez,102,Non Trust,No,New Business,Inward,75207.38,51603.11,9851.66,3196.48,10556.12,65355.71,0.6861,0.0425,0.7286
FIN00025036,2026,Q1,3,2026-03,2026,2025,15-03-2026,Americas,Canada,Canada,REPC,P&C Re,Property,Property Treaty,CED0079,Paramount Indemnity,NORTHGATE & ASSOCIATES,CM2123,Fatima Costa,Marine Cargo,Karen Vasquez,101,Trust,Yes,New Business,Inward,551470.39,389970.45,81585.57,12050.4,67863.98,469884.83,0.7071,0.0219,0.729
FIN00020675,2023,Q4,11,2023-11,2022,2021,11-11-2023,EMEA,Nordics,Sweden,REPC,Casualty,Workers Compensation,Non-Property Facultative,CED0013,Bridgeport Holdings,Lockwood Risk Solutions,CM1404,Marcus Lindqvist,Marine Global,George Simmons,201,Trust,No,Renewal,Outward,199013.81,142609.7,13542.64,11811.46,31050.01,185471.18,0.7166,0.0593,0.7759
FIN00043114,2023,Q3,8,2023-08,2023,2023,20-08-2023,Americas,US,United States,REPC,Specialty,Political Risk,Direct Insurance,CED0074,Oakland Indemnity,Baymont Risk Solutions,CM9569,Kevin Iversen,Space & Satellite,Anjali Verma,101,Non Trust,No,Renewal,Inward,604240.27,394030.23,90575.03,33176.98,86458.03,513665.24,0.6521,0.0549,0.707
FIN00037247,2023,Q4,10,2023-10,2023,2023,28-10-2023,EMEA,Germany,Germany,REPC,Property,Construction,Property Facultative,CED0070,Northstar Assurance,Prescott Risk Partners,CM1550,Robert Alvi,Space & Satellite,Henry Cartwright,102,Trust,No,Renewal,Inward,1531305.63,587744.46,269228.19,,616705.76,1262077.44,0.3838,0.0376,0.4215
FIN00041410,2023,Q1,2,2023-02,2023,2023,13-02-2023,Asia,Japan,Japan,REPC,Property,Construction,Property Facultative,CED0065,Meadowbrook Holdings,Northgate & Associates,CM9416,Yuki O'Connell,Energy APAC,George Simmons,101,Trust,No,Renewal,Inward,525097.93,345036.43,46313.06,47563.78,86184.66,478784.87,0.6571,0.0906,0.7477
FIN00038144,2025,Q1,2,2025-02,2024,2023,25-02-2025,Asia,Hong Kong,Hong Kong,REPC,Casualty,Accident & Health,Direct Insurance,CED0043,Harbor Assurance,Grayson & Associates,CM5138,Nadia Kowalski,Specialty Lines,Grace Salazar,101,Trust,Yes,New Business,Inward,118202.33,68067.24,12892.63,13452.66,23789.8,105309.7,0.5759,0.1138,0.6897
FIN00026306,2025,Q1,3,2025-03,2025,2024,20-03-2025,Asia,India,India,REPC,P&C Re,Engineering,Property Treaty,CED0026,Evergreen Casualty,Yorkshire Risk Advisors,CM5240,Steven Park,Agriculture Global,William Holloway,201,Non Trust,No,Renewal,Inward,493093.72,302431.13,109423.36,43773.83,37465.41,383670.37,0.6133,0.0888,0.7021
FIN00023744,2023,Q1,1,2023-01,2023,2023,21-01-2023,Asia,India,India,REPC,Property,Engineering,Direct Insurance,CED0027,Evergreen Holdings,Castlerock Risk Solutions,CM3352,Michael Lindqvist,Marine Cargo,Isabelle Achebe,101,Non Trust,No,Renewal,Inward,590089.12,393814.98,125929.2,46577.99,23766.94,464159.92,0.6674,0.0789,0.7463
FIN00040013,2024,Q2,5,2024-05,2024,2024,27-05-2024,EMEA,Middle East,United Arab Emirates,REPC,Casualty,Accident & Health,Direct Insurance,CED9999,  Unknown Cedent ,Fenwick & Associates,CM6500,Priya Wallace  ,Specialty Lines,Isabelle Achebe,101,Non Trust,No,Renewal,Outward,65196.23,42627.03,8827.82,2558.07,11183.32,56368.42,0.6538,0.0392,0.6931
FIN00017604,2026,Q2,6,2026-06,2025,2025,29-06-2026,EMEA,Germany,Germany,REPC,Casualty,Liability,Non-Property Treaty,CED0031,Falcon Insurance Group,Pinnacle Insurance Brokers,CM2911,James Chen,Trade Credit & Surety,Grace Salazar,101,Trust,No,Renewal,Inward,3432173.57,2148076.86,174011.49,234139.15,875946.07,3258162.08,0.6259,0.0682,0.6941
FIN00030161,2023,Q4,10,2023-10,2023,2023,07-10-2023,EMEA,Italy,Italy,REPC,Specialty,Political Risk,Non-Property Facultative,CED0046,Harbor Insurance Group,Hartwell Insurance Brokers,CM4146,Robert Muller,Space & Satellite,Oscar Bennet,101,Trust,Yes,Renewal,Inward,62107.67,37638.51,3838.4,3263.64,17367.12,58269.27,0.606,0.0525,0.6586
FIN00018079,2023,Q2,6,2023-06,2023,2023,13-06-2023,Asia,Singapore,Singapore,REPC,Specialty,Aviation,Non-Property Treaty,CED0119,Zenith Insurance Group,Ashford & Associates,CM4868,Fatima Lindqvist,Corporate Property,Monica Petrov,101,Trust,No,Renewal,Inward,2707669.11,1705792.31,484609.75,282654.59,234612.46,2223059.36,0.63,0.1044,0.7344
FIN00020575,2026,Q2,5,2026-05,2026,2025,29-05-2026,EMEA,France,France,REPC,Specialty,Credit & Surety,Direct Insurance,CED0041,Granite Re,vantage risk solutions,CM2048,Robert Alvi,Trade Credit & Surety,Isabelle Achebe,201,Non Trust,No,New Business,Inward,151105.58,83224.94,28472.03,10753.52,28655.09,122633.55,0.5508,0.0712,0.6219
FIN00006525,2024,Q3,9,2024-09,2024,2024,25-09-2024,Asia,ANZ,Australia,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0010,Atlas Re,Baymont Risk Solutions,CM3795,Priya Novak,Marine Global,William Holloway,101,Trust,No,Renewal,Inward,390257.08,242140.69,29649.9,8756.61,109709.89,360607.19,0.6205,0.0224,0.6429
FIN00041415,2025,Q1,3,2025-03,2025,2025,28-03-2025,EMEA,UK,United Kingdom,REPC,Casualty,Liability,Non-Property Facultative,CED0054,Keystone Assurance,Pinnacle Re Solutions,CM5412,Marcus Lindqvist,Property Cat,Isabelle Achebe,101,Trust,No,New Business,Outward,789168.33,460714.54,125541.28,51262.34,151650.17,663627.04,0.5838,0.065,0.6488
FIN00001079,2024,Q1,3,2024-03,2024,2024,01-03-2024,Asia,China,China,REPC,Specialty,Space,Direct Insurance,CED0118,Zenith Holdings,Hartwell Insurance Brokers,CM2485,Steven Nakagawa,Liability Excess,Richard Thornton,101,Trust,No,Renewal,Inward,144747.42,81526.55,7497.31,16701.57,39021.99,137250.11,0.5632,0.1154,0.6786
FIN00043331,2024,Q1,3,2024-03,2024,2023,27-03-2024,Asia,ANZ,Australia,REPC,Specialty,Cyber,Non-Property Facultative,CED0086,Prime Insurance,Baymont Risk Solutions,CM6093,Priya Wallace,Property Cat,Karen Vasquez,101,Trust,No,Cancelled,Inward,32589.13,5760.16,3067.59,3125.2,20636.18,29521.54,0.1768,0.0959,0.2726
FIN00021830,2026,Q1,3,2026-03,2026,2026,06-03-2026,Asia,ANZ,Australia,REPC,Casualty,Motor,Direct Insurance,CED0099,Silverline Underwriters,Prescott Insurance Services,CM6002,Fatima Lindqvist,Liability Excess,Martin Weston,101,Trust,Yes,Renewal,Inward,559205.19,528152.53,89575.15,16220.42,-74742.92,469630.04,0.9445,0.029,0.9735
FIN00030937,2024,Q1,3,2024-03,2024,2022,31-03-2024,Americas,US,United States,REPC,Property,Property,Property Treaty,CED0054,Keystone Assurance,Delacroix & Associates,CM4404,Hana Bianchi,Financial Risk,Anjali Verma,101,Trust,No,Renewal,Inward,575389.74,262640.07,41189.63,30367.14,241192.91,534200.11,0.4565,0.0528,0.5092
FIN00039175,2024,Q1,1,2024-01,2024,2024,17-01-2024,Americas,Canada,Canada,REPC,Specialty,Cyber,Non-Property Treaty,CED0082,Pinnacle Indemnity,Cornerstone Risk Partners,CM1219,Amara Wallace,Cyber Risk,Karen Vasquez,101,Non Trust,No,Renewal,Inward,337805.6,99301.77,38982.23,12769.44,186752.16,298823.37,0.294,0.0378,0.3318
FIN00045761,2025,Q3,7,2025-07,2025,2025,28-07-2025,Asia,ANZ,Australia,REPC,Specialty,Political Risk,Direct Insurance,CED0119,Zenith Insurance Group,Vantage Risk Solutions,CM2746,Steven Park,Liability Excess,Henry Cartwright,101,Non Trust,Yes,Renewal,Inward,507619.47,328000.07,60352.39,14053.17,105213.84,447267.08,0.6462,0.0277,0.6738
FIN00026932,2026,Q3,7,2026-07,2026,2026,17-07-2026,Asia,ANZ,Australia,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0025,Delta Indemnity,Farringdon Risk Partners,CM3538,James Alvi,Property Treaty Americas,Frank Callahan,101,Trust,No,Renewal,Outward,249031.08,167794.4,21951.7,22345.54,36939.43,227079.38,0.6738,0.0897,0.7635
FIN00047604,2026,Q2,6,2026-06,2026,2026,24-06-2026,Americas,US,United States,REPC,Property,Energy,Direct Insurance,CED0082,Pinnacle Indemnity,Pinnacle Risk Advisors,CM7774,Fatima Chen,Agriculture Global,Isabelle Achebe,102,Trust,No,Renewal,Inward,242670.41,181594.54,41520.75,18062.03,1493.09,201149.66,0.7483,0.0744,0.8227
FIN00008551,2025,Q1,1,2025-01,2025,2025,21-01-2025,Americas,Canada,Canada,REPC,Casualty,Workers Compensation,Direct Insurance,CED0058,Landmark Indemnity,Fairview Risk Solutions,CM1753,Marcus Lindqvist,Financial Risk,Renata Moreau,101,Non Trust,No,Renewal,Outward,535955.6,170937.27,98060.76,52376.91,214580.66,437894.84,0.3189,0.0977,0.4167
FIN00049877,2025,Q4,10,2025-10,2025,2025,23-10-2025,Americas,US,United States,REPC,Casualty,Accident & Health,Direct Insurance,CED0032,Falcon Mutual,Fenwick & Associates,CM8425,Laura Nkosi,Corporate Property,,101,Non Trust,No,Renewal,Outward,287385.14,192017.86,47596.74,23239.5,24531.05,239788.4,0.6682,0.0809,0.749
FIN00029420,2025,Q2,6,2025-06,2025,2025,13-06-2025,EMEA,France,France,REPC,Property,Property,Direct Insurance,CED0075,Pacific Assurance,Ashcombe Re Solutions,CM7113,Brian Lindqvist,Marine Cargo,Frank Callahan,101,Non Trust,No,Renewal,Inward,724769.9,445320.7,90229.65,55346.81,133872.74,634540.25,0.6144,0.0764,0.6908
FIN00031791,2023,Q4,11,2023-11,2022,2020,24-11-2023,Asia,Singapore,Singapore,REPC,Specialty,Financial Lines,Direct Insurance,CED0104,Summit Re,Ashcombe Re Solutions,CM6824,Priya Nakagawa,Property Facultative,Karen Vasquez,101,Trust,No,New Business,Inward,394934.64,230959.96,39261.2,36247.94,88465.54,355673.44,0.5848,0.0918,0.6766
FIN00042515,2026,Q2,5,2026-05,2026,2026,25-05-2026,Asia,Japan,Japan,REPC,Specialty,Marine,Non-Property Treaty,CED0051,Horizon Assurance,Vantage Group,CM4529,  Mei Hassan ,Agriculture Global,Anjali Verma,101,Non Trust,Yes,New Business,Outward,332058.09,197591.39,49573.93,21118.5,63774.27,282484.16,0.5951,0.0636,0.6586
FIN00012163,2025,Q4,12,2025-12,2025,2025,02-12-2025,Asia,ANZ,Australia,REPC,Property,Environmental,Direct Insurance,CED0115,Westfield Insurance Group,Lockwood Risk Partners,CM2744,Priya Novak,Space & Satellite,Richard Thornton,201,Trust,No,Renewal,Inward,136186.61,66883.38,14717.55,15725.43,38860.26,121469.06,0.4911,0.1155,0.6066
FIN00026852,2026,Q3,7,2026-07,2026,2026,04-07-2026,Asia,Hong Kong,Hong Kong,REPC,Casualty,Accident & Health,Direct Insurance,CED0027,Evergreen Holdings,Sherwood Group,CM8328,Nadia Kowalski,Cyber Risk,Karen Vasquez,101,Non Trust,No,Renewal,Inward,175183.28,86358.88,26958.32,8756.6,53109.47,148224.95,0.493,0.05,0.5429
FIN00011317,2025,Q4,12,2025-12,2025,2023,23-12-2025,Asia,China,China,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0031,Falcon Insurance Group,Lockwood Risk Partners,CM9357,Amara Wallace,Property Treaty Americas,George Simmons,102,Trust,No,New Business,Inward,755854.81,505940.06,86675.21,29786.32,133453.22,669179.6,0.6694,0.0394,0.7088
FIN00048507,2023,Q3,9,2023-09,2023,2023,21-09-2023,Asia,Japan,Japan,REPC,Property,Engineering,Direct Insurance,CED0035,Global General Insurance,Fenwick & Associates,CM1412,Michael Nkosi,Environmental Risk,Frank Callahan,102,Trust,No,Renewal,Inward,251886.33,174986.61,22291.81,29956.57,24651.34,229594.52,0.6947,0.1189,0.8136
FIN00013649,2025,Q3,7,2025-07,2025,2025,26-07-2025,EMEA,Germany,Germany,REPC,P&C Re,Property,Property Treaty,CED0036,Global Indemnity,Vantage Insurance Brokers,CM8990,Priya Nakagawa,Political & Credit Risk,Anjali Verma,101,Trust,Yes,Renewal,Inward,408235.85,254512.14,54282.87,15666.5,83774.34,353952.98,0.6234,0.0384,0.6618
FIN00008063,2024,Q1,3,2024-03,2024,2024,15-03-2024,Americas,US,United States,REPC,Casualty,Liability,Direct Insurance,CED0036,Global Indemnity,Lockwood Risk Partners,CM4206,Fatima Costa,Environmental Risk,Martin Weston,101,Trust,No,New Business,Inward,262061.78,199009.13,18085.4,29350.83,15616.43,243976.38,0.7594,0.112,0.8714
FIN00003877,2025,Q2,5,2025-05,2024,2024,22-05-2025,Americas,Canada,Canada,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0050,Highland Underwriters,Camden Risk Solutions,CM7909,Michael Lindqvist,Cyber Risk,William Holloway,101,Non Trust,No,Renewal,Inward,403753.76,240286.96,59124.13,31568.29,72774.37,344629.62,0.5951,0.0782,0.6733
FIN00004520,2026,Q2,6,2026-06,2026,2026,14-06-2026,EMEA,UK,United Kingdom,REPC,Property,Property,Direct Insurance,CED0048,Highland Assurance,Lockwood Risk Solutions,CM9052,Robert Alvi,Retail Casualty,William Holloway,201,Non Trust,No,New Business,Inward,752500.43,555777.6,163389.69,56941.8,-23608.65,589110.74,0.7386,0.0757,0.8142
FIN00012677,2024,Q2,4,2024-04,2024,2024,22-04-2024,Americas,US,United States,REPC,Vector,Environmental,Property Treaty,CED0041,Granite Re,Cornerstone Risk Partners,CM6141,Robert Alvi,Marine Global,Martin Weston,101,Non Trust,No,Renewal,Inward,626507.44,306636.34,110094.65,55389.85,154386.59,516412.79,0.4894,0.0884,0.5778
FIN00006631,2024,Q2,5,2024-05,2024,2024,02-05-2024,Americas,US,United States,REPC,Vector,Political Risk,Direct Insurance,CED0104,Summit Re,Farringdon Risk Partners,CM3034,Hana Bianchi,Marine Cargo,Richard Thornton,102,Trust,No,Renewal,Inward,821764.79,402673.56,47893.69,86527.23,284670.31,773871.1,0.49,0.1053,0.5953
FIN00024351,2025,Q4,11,2025-11,2025,2025,19-11-2025,Asia,Singapore,Singapore,REPC,Casualty,Motor,Direct Insurance,CED0064,Lonestar Insurance,Castlerock Risk Solutions,CM6527,Priya Nakagawa,Property Facultative,Monica Petrov,101,Non Trust,No,New Business,Outward,276054.25,130001.96,42364.11,27039.26,76648.91,233690.14,0.4709,0.0979,0.5689
FIN00014947,2024,Q1,3,2024-03,2024,2024,31-03-2024,Asia,Korea,South Korea,REPC,P&C Re,Liability,Non-Property Treaty,CED0014,Bridgeport Insurance Group,Baymont Risk Partners,CM9761,Fatima Costa,Property Cat,Oscar Bennet,201,Trust,Yes,Renewal,Outward,834734.71,450387,74445.23,64800.59,245101.89,760289.48,0.5396,0.0776,0.6172
FIN00045390,2025,Q3,9,2025-09,2025,2024,02-09-2025,Asia,Japan,Japan,REPC,P&C Facultative,Energy,Property Facultative,CED0076,Paramount Assurance,Northgate & Associates,CM4063,Yuki O'Connell,Specialty Lines,Susanna Ibsen,101,Non Trust,No,Renewal,Outward,1743318.02,104665.28,229785.44,98476.37,1310390.92,1513532.58,0.06,0.0565,0.1165
FIN00046823,2023,Q2,4,2023-04,2023,2023,08-04-2023,EMEA,Germany,Germany,REPC,Casualty,Motor,Direct Insurance,CED0023,Delta Assurance,Baymont Risk Partners,CM7890,Fatima Costa,Cyber Risk,Monica Petrov,101,Non Trust,No,Renewal,Inward,1567012.35,862804.52,216784.64,86267.42,401155.76,1350227.7,0.5506,0.0551,0.6057
FIN00012781,2023,Q3,7,2023-07,2023,2023,27-07-2023,Asia,Japan,Japan,REPC,P&C Facultative,Engineering,Property Facultative,CED0001,Allied Assurance,Camden Risk Solutions,CM9770,Yuki Marchetti,Construction & Engineering EMEA,Renata Moreau,101,Trust,No,New Business,Inward,1104233.93,641084.36,58279.96,76701.11,328168.51,1045953.97,0.5806,0.0695,0.65
FIN00010590,2025,Q4,12,2025-12,2025,2025,14-12-2025,Americas,US,United States,REPC,Specialty,Marine,Non-Property Treaty,CED0016,Bridgeport Underwriters,Vantage Group,CM2309,David Marchetti,Trade Credit & Surety,Monica Petrov,201,Non Trust,No,New Business,Inward,298430.42,196436.18,43545.43,32023.71,26425.11,254884.99,0.6582,0.1073,0.7655
FIN00001547,2023,Q2,4,2023-04,2023,2023,27-04-2023,Asia,Singapore,Singapore,REPC,Vector,Agriculture,Direct Insurance,CED0081,Paramount Re,Pinnacle Risk Partners,CM8176,Robert Muller,Liability Excess,Karen Vasquez,101,Trust,Yes,Renewal,Inward,1568126.88,957947.67,105921.27,35358.03,468899.91,1462205.61,0.6109,0.0225,0.6334
FIN00012293,2025,Q3,9,2025-09,2025,2025,06-09-2025,EMEA,UK,United Kingdom,REPC,P&C Re,Energy,Property Treaty,CED0027,Evergreen Holdings,Highbridge Risk Solutions,CM5342,,Liability Excess,,101,,No,Renewal,Outward,1046832.89,679068.71,198339.53,25734.75,143689.9,848493.36,0.6487,0.0246,0.6733
FIN00010201,2024,Q2,5,2024-05,2024,2024,07-05-2024,Americas,US,United States,REPC,Property,Environmental,Direct Insurance,CED0036,Global Indemnity,Hartwell Insurance Brokers,CM6539,Nadia Kowalski,Marine Global,Christopher Lindberg,101,Non Trust,No,Renewal,Inward,1262437.6,730034.89,,120264.59,235947.38,1086246.86,0.5783,0.0953,0.6735
FIN00004478,2025,Q1,2,2025-02,2025,2025,02-02-2025,EMEA,Italy,Italy,REPC,P&C Facultative,Construction,Property Facultative,CED0067,Meridian Holdings,Northgate & Associates,CM1569,Steven Nakagawa,Energy APAC,Christopher Lindberg,101,Non Trust,No,New Business,Outward,1885539.34,1195107.71,321359.27,143060.56,226011.8,1564180.07,0.6338,0.0759,0.7097
FIN00045612,2023,Q3,9,2023-09,2023,2021,20-09-2023,Americas,Canada,Canada,REPC,Casualty,Liability,Non-Property Facultative,CED0050,Highland Underwriters,Chadwick Risk Advisors,CM2066,Yuki Marchetti,Cyber Risk,Grace Salazar,101,Non Trust,No,Renewal,Inward,551270.58,372359.75,84048.32,28753,66109.51,467222.26,0.6755,0.0522,0.7276
FIN00000476,2026,Q1,1,2026-01,2026,2026,17-01-2026,EMEA,France,France,REPC,Property,Property,Property Treaty,CED0080,Paramount Mutual,Dunmore Insurance Brokers,CM7356,Michael Lindqvist,Retail Casualty,Martin Weston,201,Non Trust,No,Renewal,Outward,1063735.36,565888.6,120569.9,25512.33,351764.52,943165.45,0.532,0.024,0.556
FIN00034250,2026,Q2,5,2026-05,2026,2026,14-05-2026,Americas,Canada,Canada,REPC,P&C Facultative,Property,Property Facultative,CED0031,Falcon Insurance Group,Sherwood Group,CM8359,Victor Santos,Property Cat,William Holloway,101,Trust,No,Renewal,Inward,1337950.35,1445126.02,139335.9,110714.55,-357226.12,1198614.45,1.0801,0.0827,1.1629
FIN00030392,2024,Q3,7,2024-07,2024,2024,06-07-2024,Asia,India,India,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0060,Liberty Insurance,Blackstone Insurance Brokers,CM4238,David Marchetti,Specialty Lines,Oscar Bennet,101,Trust,No,Renewal,Inward,173444.24,96795.29,12563.36,16142.95,47942.65,160880.88,0.5581,0.0931,0.6512
FIN00014281,2023,Q2,6,2023-06,2023,2022,18-06-2023,Asia,ANZ,Australia,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0064,Lonestar Insurance,Baymont Risk Partners,CM2821,Victor Santos,Liability Excess,Henry Cartwright,101,Non Trust,No,Cancelled,Inward,14131.09,9107.84,1876.86,660.38,2486.01,12254.23,0.6445,0.0467,0.6913
FIN00032195,2023,Q1,2,2023-02,2022,2022,18-02-2023,EMEA,Middle East,United Arab Emirates,REPC,Property,Property,Property Facultative,CED0069,Millennium Mutual,Farringdon Risk Partners,CM8424,Peter Nakamura,Liability Excess,Oscar Bennet,101,Trust,No,Renewal,Inward,282747.14,239041.01,42404.7,6787.6,-5486.17,240342.44,0.8454,0.024,0.8694
FIN00031239,2024,Q4,10,2024-10,2024,2024,25-10-2024,EMEA,UK,United Kingdom,REPC,Property,Environmental,Property Facultative,CED0015,Bridgeport Re,,CM8608,James Alvi,Marine Cargo,Karen Vasquez,102,Trust,No,Renewal,Inward,755436.17,284057.83,99017.98,88778.64,283581.72,656418.19,0.376,0.1175,0.4935
